timestamp_utc,doppler_hz,snr_db
2026-01-19 00:00:00+00:00,-1.5834334700130623,50.0
2026-01-19 00:01:00+00:00,-1.655808530320085,50.0
2026-01-19 00:02:00+00:00,-1.7374712107834658,50.0
2026-01-19 00:03:00+00:00,-1.6846044997135494,50.0
2026-01-19 00:04:00+00:00,-1.6772312074480915,50.0
2026-01-19 00:05:00+00:00,-1.2388405056756675,50.0
2026-01-19 00:06:00+00:00,-0.8361530153046557,50.0
2026-01-19 00:07:00+00:00,-0.6892549037949977,50.0
2026-01-19 00:08:00+00:00,-0.5493368285974081,50.0
2026-01-19 00:09:00+00:00,-0.727889369310989,50.0
2026-01-19 00:10:00+00:00,-0.4812796681433693,50.0
2026-01-19 00:11:00+00:00,-0.4815827746717434,50.0
2026-01-19 00:12:00+00:00,-0.466200193046413,50.0
2026-01-19 00:13:00+00:00,-0.3500325284939703,50.0
2026-01-19 00:14:00+00:00,-0.2711642934086804,50.0
2026-01-19 00:15:00+00:00,-0.2056127273981457,50.0
2026-01-19 00:16:00+00:00,-0.1665948398379887,50.0
2026-01-19 00:17:00+00:00,-0.1514365072388975,50.0
2026-01-19 00:18:00+00:00,-0.1373528871794075,50.0
2026-01-19 00:19:00+00:00,-0.1225945322736776,50.0
2026-01-19 00:20:00+00:00,-0.1227522414316563,50.0
2026-01-19 00:21:00+00:00,-0.149215680720797,50.0
2026-01-19 00:22:00+00:00,-0.1682868212356975,50.0
2026-01-19 00:23:00+00:00,-0.3008394625266647,50.0
2026-01-19 00:24:00+00:00,-0.2686609966169937,50.0
2026-01-19 00:25:00+00:00,-0.1590999154573374,50.0
2026-01-19 00:26:00+00:00,-0.1258423850263173,50.0
2026-01-19 00:27:00+00:00,-0.1103866854421553,50.0
2026-01-19 00:28:00+00:00,-0.1152097192143773,50.0
2026-01-19 00:29:00+00:00,-0.2823237709796813,50.0
2026-01-19 00:30:00+00:00,-0.414844434785539,50.0
2026-01-19 00:31:00+00:00,-0.5202255367397174,50.0
2026-01-19 00:32:00+00:00,-0.5848596083924742,50.0
2026-01-19 00:33:00+00:00,-0.6018266808616758,50.0
2026-01-19 00:34:00+00:00,-0.608569631614456,50.0
2026-01-19 00:35:00+00:00,-0.6130207680378329,50.0
2026-01-19 00:36:00+00:00,-0.6149097516838256,50.0
2026-01-19 00:37:00+00:00,-0.5446303753652584,50.0
2026-01-19 00:38:00+00:00,-0.3684917079357611,50.0
2026-01-19 00:39:00+00:00,-0.2207250048562116,50.0
2026-01-19 00:40:00+00:00,-0.0755877740105635,50.0
2026-01-19 00:41:00+00:00,0.0785183526672061,50.0
2026-01-19 00:42:00+00:00,0.25003089547006,50.0
2026-01-19 00:43:00+00:00,0.4734426847868374,50.0
2026-01-19 00:44:00+00:00,0.7131457080199756,50.0
2026-01-19 00:45:00+00:00,0.8908660341757483,50.0
2026-01-19 00:46:00+00:00,1.0086315617836217,50.0
2026-01-19 00:47:00+00:00,1.1061458818474188,50.0
2026-01-19 00:48:00+00:00,1.1899613142748906,50.0
2026-01-19 00:49:00+00:00,1.2666301789737853,50.0
2026-01-19 00:50:00+00:00,1.3427047958518532,50.0
2026-01-19 00:51:00+00:00,1.4274429397399118,50.0
2026-01-19 00:52:00+00:00,1.488574386617521,50.0
2026-01-19 00:53:00+00:00,1.4538996065606458,50.0
2026-01-19 00:54:00+00:00,1.3835320537473783,50.0
2026-01-19 00:55:00+00:00,1.2959036597262397,50.0
2026-01-19 00:56:00+00:00,1.2094463560457498,50.0
2026-01-19 00:57:00+00:00,1.1284815328374795,50.0
2026-01-19 00:58:00+00:00,1.0401555680785783,50.0
2026-01-19 00:59:00+00:00,0.9455744005610972,50.0
2026-01-19 01:00:00+00:00,0.8460116625447401,50.0
2026-01-19 01:01:00+00:00,0.7289390777223939,50.0
2026-01-19 01:02:00+00:00,0.627831421730924,50.0
2026-01-19 01:03:00+00:00,0.5502885840961895,50.0
2026-01-19 01:04:00+00:00,0.4814230453257027,50.0
2026-01-19 01:05:00+00:00,0.37824573006051,50.0
2026-01-19 01:06:00+00:00,0.21162117496368313,50.0
2026-01-19 01:07:00+00:00,0.17042315430876398,50.0
2026-01-19 01:08:00+00:00,0.2826889993169351,50.0
2026-01-19 01:09:00+00:00,0.4479756349903653,50.0
2026-01-19 01:10:00+00:00,0.5463274785486625,50.0
2026-01-19 01:11:00+00:00,0.608472646329756,50.0
2026-01-19 01:12:00+00:00,0.6588112171098927,50.0
2026-01-19 01:13:00+00:00,0.6953058609139137,50.0
2026-01-19 01:14:00+00:00,0.7175088181709588,50.0
2026-01-19 01:15:00+00:00,0.7342529152406994,50.0
2026-01-19 01:16:00+00:00,0.7426352023419884,50.0
2026-01-19 01:17:00+00:00,0.7403668673265091,50.0
2026-01-19 01:18:00+00:00,0.7321389629334478,50.0
2026-01-19 01:19:00+00:00,0.7200654691957833,50.0
2026-01-19 01:20:00+00:00,0.7060074409573328,50.0
2026-01-19 01:21:00+00:00,0.6858154834761756,50.0
2026-01-19 01:22:00+00:00,0.6571977697857239,50.0
2026-01-19 01:23:00+00:00,0.6205776699007135,50.0
2026-01-19 01:24:00+00:00,0.5716193988910733,50.0
2026-01-19 01:25:00+00:00,0.49828438030709993,50.0
2026-01-19 01:26:00+00:00,0.40522603275350133,50.0
2026-01-19 01:27:00+00:00,0.0145463468068883,50.0
2026-01-19 01:28:00+00:00,0.0190709365762025,50.0
2026-01-19 01:29:00+00:00,0.2217544076965344,50.0
2026-01-19 01:30:00+00:00,-0.0206274592915858,50.0
2026-01-19 01:31:00+00:00,0.0951434115909318,50.0
2026-01-19 01:32:00+00:00,0.0917929246106022,50.0
2026-01-19 01:33:00+00:00,-0.1948960119923719,50.0
2026-01-19 01:34:00+00:00,0.0498122460339466,50.0
2026-01-19 01:35:00+00:00,0.0620808702118504,50.0
2026-01-19 01:36:00+00:00,0.0348508765824563,50.0
2026-01-19 01:37:00+00:00,0.0020304939341041,50.0
2026-01-19 01:38:00+00:00,-0.0327028556545314,50.0
2026-01-19 01:39:00+00:00,-0.1024409974844363,50.0
2026-01-19 01:40:00+00:00,-0.1419310020628438,50.0
2026-01-19 01:41:00+00:00,-0.1551291885825168,50.0
